id	subject	topic_code	topic_name	question	optionA	optionB	optionC	optionD	answer	explanation	difficulty	tags
L11401-Q058	L11	L11401	鑑別式AI與生成式AI的基本原理	DDIM 在 Diffusion？	增加噪音	無參數推理快速	梯度重構	注意力增	B	選項「無參數推理快速」最符合題意，因此正確。	3	"[""DiscGenAI"", ""DDI""]"
L11401-Q059	L11	L11401	鑑別式AI與生成式AI的基本原理	VAEs posterior collapse 因？	Encoder 過深	Decoder 過強	KL=高	LR=0	B	選項「Decoder 過強」最符合題意，因此正確。	3	"[""DiscGenAI"", ""VAE""]"
L11401-Q060	L11	L11401	鑑別式AI與生成式AI的基本原理	Noise Conditional Score 網路輸入？	僅隱變量	僅資料	僅雜訊	資料+時間標籤	D	選項「資料+時間標籤」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Noi""]"
L11401-Q061	L11	L11401	鑑別式AI與生成式AI的基本原理	Flow Glow 引入？	Actnorm+Invertible1x1	自注意	池化	卷積殘差	A	選項「Actnorm+Invertible1x1」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Flo""]"
L11401-Q062	L11	L11401	鑑別式AI與生成式AI的基本原理	InfoMax GAN 目標？	降低FID	提升隱向量信息	增PSNR	減AUC	B	選項「提升隱向量信息」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Inf""]"
L11401-Q063	L11	L11401	鑑別式AI與生成式AI的基本原理	Determinantal Point Process 在生成？	梯度裁剪	最大似然	促多樣性取樣	噪音封裝	C	選項「促多樣性取樣」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Det""]"
L11401-Q064	L11	L11401	鑑別式AI與生成式AI的基本原理	Reverse KL 在 VAE？	減MSE	近似先驗	估計 P(x)	近似後驗	D	選項「近似後驗」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Rev""]"
L11401-Q065	L11	L11401	鑑別式AI與生成式AI的基本原理	Gibbs Sampling 用於？	融合	卷積	注意力	馬可夫鏈生成	D	選項「馬可夫鏈生成」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Gib""]"
L11401-Q066	L11	L11401	鑑別式AI與生成式AI的基本原理	GLO (Generative Latent Optimization) 不需要？	圖像	噪音	生成器梯度	潛向量	C	選項「生成器梯度」最符合題意，因此正確。	3	"[""DiscGenAI"", ""GLO""]"
L11401-Q067	L11	L11401	鑑別式AI與生成式AI的基本原理	Score Distillation Sampling 用於？	分類預測	文本到圖像	回歸	聚類	B	選項「文本到圖像」最符合題意，因此正確。	3	"[""DiscGenAI"", ""Sco""]"
L11402-Q001	L11	L11402	鑑別式AI與生成式AI的整合應用	資料增強時用 GAN 可？	移除雜訊	減少特徵	擴充訓練樣本	減少 GPU	C	選項「擴充訓練樣本」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""資料增""]"
L11402-Q002	L11	L11402	鑑別式AI與生成式AI的整合應用	RAG 系統組成包含檢索與？	聚類器	決策樹	生成回應模型	排序器	C	選項「生成回應模型」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""RAG""]"
L11402-Q003	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式模型可降低標註成本因？	自動合成標記資料	去除驗證集	提升 FPS	減少記憶體	A	選項「自動合成標記資料」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q004	L11	L11402	鑑別式AI與生成式AI的整合應用	使用 CNN 提取特徵後餵 GPT 生成敘述屬？	單一分類	單一生成	辨識+生成整合	純聚類	C	選項「辨識+生成整合」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""使用C""]"
L11402-Q005	L11	L11402	鑑別式AI與生成式AI的整合應用	在對話系統中分類器用途？	計算 checksum	檢測意圖再觸發生成	畫表格	壓縮訊息	B	選項「檢測意圖再觸發生成」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""在對話""]"
L11402-Q006	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN 判別器可重用於？	排序演算法	語言翻譯	真偽檢測服務	FFT	C	選項「真偽檢測服務」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q007	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式資料合成常提升？	HDR	GPU 缺電	長尾類別性能	DNS latency	C	選項「長尾類別性能」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q008	L11	L11402	鑑別式AI與生成式AI的整合應用	生成後由 BERT 做分類稱？	卷積融合	先驗生成	後驗鑑別	隨機森林	C	選項「後驗鑑別」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""生成後""]"
L11402-Q009	L11	L11402	鑑別式AI與生成式AI的整合應用	Deepfake 檢測管線含？	生成臉部 + 鑑別器	僅 VAE	僅 KNN	僅 FFT	A	選項「生成臉部 + 鑑別器」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""Dee""]"
L11402-Q010	L11	L11402	鑑別式AI與生成式AI的整合應用	Semi?supervised 方法常用？	只用測試集	全標注	全部排除	生成式輔助未標資料	D	選項「生成式輔助未標資料」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""Sem""]"
L11402-Q011	L11	L11402	鑑別式AI與生成式AI的整合應用	多模態 CLIP 先對比後？	壓縮	影像增亮	降噪	文本生成描述	D	選項「文本生成描述」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""多模態""]"
L11402-Q012	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式翻譯系統的質量分級器屬？	資料湖	生成模組	鑑別模組	緩衝區	C	選項「鑑別模組」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q013	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN 用於資料隱私時鑑別器確保？	提高解析度	生成資料與原分布相似	減少 token	增加 latency	B	選項「生成資料與原分布相似」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q014	L11	L11402	鑑別式AI與生成式AI的整合應用	Text?to?SQL 管線：生成 SQL 前需？	CNN feature	分類意圖範疇	GAN 噪聲	降維	B	選項「分類意圖範疇」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""Tex""]"
L11402-Q015	L11	L11402	鑑別式AI與生成式AI的整合應用	語音克隆後由 ASR 驗證準確性屬？	生成+鑑別閉環	純生成	純鑑別	MD5 檢核	A	選項「生成+鑑別閉環」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""語音克""]"
L11402-Q016	L11	L11402	鑑別式AI與生成式AI的整合應用	自動標題生成會先？	抽取關鍵句	計算 RL	做 K-means	跑 SVM	A	選項「抽取關鍵句」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""自動標""]"
L11402-Q017	L11	L11402	鑑別式AI與生成式AI的整合應用	資料去偏時先用分類器偵測偏差再用？	剪枝	生成調整句子	量化	池化	B	選項「生成調整句子」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""資料去""]"
L11402-Q018	L11	L11402	鑑別式AI與生成式AI的整合應用	強化學習對話模型常用鑑別 Reward Model？	評估輸出品質作回饋	訓練編碼器	裁剪網絡	調色盤	A	選項「評估輸出品質作回饋」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""強化學""]"
L11402-Q019	L11	L11402	鑑別式AI與生成式AI的整合應用	生成圖片後 ResNet 做何用途？	時間戳	降維重建	變分編碼	分類驗證	D	選項「分類驗證」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""生成圖""]"
L11402-Q020	L11	L11402	鑑別式AI與生成式AI的整合應用	OCR 系統使用生成補字+CNN 校正屬？	單鑑別	單生成	生成+鑑別混合	聚類	C	選項「生成+鑑別混合」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""OCR""]"
L11402-Q021	L11	L11402	鑑別式AI與生成式AI的整合應用	Diffusion 模型生成後用 CLIP score 作？	CPU解碼	升彩度	調解析	篩選最佳圖	D	選項「篩選最佳圖」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""Dif""]"
L11402-Q022	L11	L11402	鑑別式AI與生成式AI的整合應用	Edge 端小模型生成草稿後雲端大模型？	丟棄	重寫優化	排序	聚類	B	選項「重寫優化」最符合題意，因此正確。	1	"[""DiscGenIntegration"", ""Edg""]"
L11402-Q023	L11	L11402	鑑別式AI與生成式AI的整合應用	GANs for Data Aug 主要改善？	HDR	CPU效率	少樣本分類性能	DNS	C	選項「少樣本分類性能」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q024	L11	L11402	鑑別式AI與生成式AI的整合應用	Two?stage VAE?GAN 管線第二階段做？	增清晰度	降對比	升PSNR	計算AUC	A	選項「增清晰度」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Two""]"
L11402-Q025	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式恢復影像+UNet 檢測腫瘤屬？	純分割	純診斷	前生成後鑑別	純生成	C	選項「前生成後鑑別」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q026	L11	L11402	鑑別式AI與生成式AI的整合應用	使用生成 Mask 之 CutMix 方法屬於？	GAN對抗訓練	鑑別訓練資料增強	強化學習	蒸餾	B	選項「鑑別訓練資料增強」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""使用生""]"
L11402-Q027	L11	L11402	鑑別式AI與生成式AI的整合應用	StyleGAN 字體生成後 OCR fine?tune 稱？	Cueing	Zero?shot	Self?play	Synthetic?to?Real	D	選項「Synthetic?to?Real」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Sty""]"
L11402-Q028	L11	L11402	鑑別式AI與生成式AI的整合應用	NER 使用 GPT 合成句子再 SVM 訓練？	主動學習	資料增強	壓縮模型	量化	B	選項「資料增強」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""NER""]"
L11402-Q029	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式摘要系統常以 BERTScore 作？	重參數	純生成指標	鑑別評估	蒸餾損失	C	選項「鑑別評估」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q030	L11	L11402	鑑別式AI與生成式AI的整合應用	TTS + ASR 組成訓練稱？	引導注意	對比學習	閉環學習	加權融合	C	選項「閉環學習」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""TTS""]"
L11402-Q031	L11	L11402	鑑別式AI與生成式AI的整合應用	Generative Replay 於 Continual Learning 用於？	調動態	提升HDR	壓縮權重	防遺忘	D	選項「防遺忘」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Gen""]"
L11402-Q032	L11	L11402	鑑別式AI與生成式AI的整合應用	Knowledge Distillation 可用 Teacher =？	大型生成模型	小型 CNN	KNN	樸素貝葉斯	A	選項「大型生成模型」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Kno""]"
L11402-Q033	L11	L11402	鑑別式AI與生成式AI的整合應用	自動資料標檢錯：先用 GPT 生成答案再？	池化	再生成	GAN 判別	規則分類比對	D	選項「規則分類比對」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""自動資""]"
L11402-Q034	L11	L11402	鑑別式AI與生成式AI的整合應用	Noise Student 迭代框架 Student 模型屬？	鑑別	生成	圖模型	強化	A	選項「鑑別」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Noi""]"
L11402-Q035	L11	L11402	鑑別式AI與生成式AI的整合應用	反事實生成 + 分類器可以？	增HDR	提升解釋性	降PSNR	升FPS	B	選項「提升解釋性」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""反事實""]"
L11402-Q036	L11	L11402	鑑別式AI與生成式AI的整合應用	Zero?shot CLIP 類別拓展做法？	KD?tree	Label smoothing	Prompt Engineering (Gen)	FFT	C	選項「Prompt Engineering (Gen)」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Zer""]"
L11402-Q037	L11	L11402	鑑別式AI與生成式AI的整合應用	圖生圖 (img2img) 負面 Prompt 用於？	控制生成品質	分類加速	聚類	降維	A	選項「控制生成品質」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""圖生圖""]"
L11402-Q038	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN + Classifier Ensemble 投票目標？	增 FP	穩定對抗訓練	減 Speed	調 Gamma	B	選項「穩定對抗訓練」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q039	L11	L11402	鑑別式AI與生成式AI的整合應用	RAG 中 retriever 屬鑑別功能因？	去噪	生成摘要	解碼	排名相關段落	D	選項「排名相關段落」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""RAG""]"
L11402-Q040	L11	L11402	鑑別式AI與生成式AI的整合應用	Voice Conversion 後 Speaker Verification 做？	embedding pooling	tokenization	身份鑑別	FFT	C	選項「身份鑑別」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Voi""]"
L11402-Q041	L11	L11402	鑑別式AI與生成式AI的整合應用	生成對抗訓練 FairGAN 目標？	升 HDR	增 BLEU	降噪	減偏見	D	選項「減偏見」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""生成對""]"
L11402-Q042	L11	L11402	鑑別式AI與生成式AI的整合應用	Image Caption 強化學習用 CIDEr Reward 充當？	聚類分數	生成先驗	KNN距離	鑑別評分	D	選項「鑑別評分」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Ima""]"
L11402-Q043	L11	L11402	鑑別式AI與生成式AI的整合應用	Self?Training 流程：模型預測?標後？	用該標籤重訓	捨棄	平均	量化	A	選項「用該標籤重訓」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Sel""]"
L11402-Q044	L11	L11402	鑑別式AI與生成式AI的整合應用	Cascade GAN 產物逐層？	被下一判別器評估	直接輸出	分類	聚類	A	選項「被下一判別器評估」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""Cas""]"
L11402-Q045	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式對話中 BERT Toxicity Classifier 用於？	FFT	增加 token	調 Pitch	過濾不當輸出	D	選項「過濾不當輸出」最符合題意，因此正確。	2	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q046	L11	L11402	鑑別式AI與生成式AI的整合應用	Plug & Play 方法利用鑑別梯度？	引導生成方向	剪枝網路	升解析	降FPS	A	選項「引導生成方向」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Plu""]"
L11402-Q047	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN?based Defense 對抗攻擊管線？	生成修復+分類檢測	僅隨機噪音	LR Decay	卷積核	A	選項「生成修復+分類檢測」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q048	L11	L11402	鑑別式AI與生成式AI的整合應用	DreamBooth 微調後使用 CLIP Filter 因？	移除瑕疵與不符	提升Speed	GPU8bit	HDR10+	A	選項「移除瑕疵與不符」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Dre""]"
L11402-Q049	L11	L11402	鑑別式AI與生成式AI的整合應用	Meta?ICL 將生成式模型視為？	剪枝器	鑑別器選擇器	蒸餾源	池化器	B	選項「鑑別器選擇器」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Met""]"
L11402-Q050	L11	L11402	鑑別式AI與生成式AI的整合應用	Diffusion Guidance by Classifier Grad 公式基於？	控制取樣分佈	最小 PSNR	最大 IoU	最小 FID	A	選項「控制取樣分佈」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Dif""]"
L11402-Q051	L11	L11402	鑑別式AI與生成式AI的整合應用	Generative Adversarial Imitation Learning 中 Reward 取得由？	手動設計	鑑別器輸出	隨機	值函數	B	選項「鑑別器輸出」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Gen""]"
L11402-Q052	L11	L11402	鑑別式AI與生成式AI的整合應用	JFT?300M 合成資料提升分類顯示？	HDR	梯度爆	生成數據規模效應	DNS	C	選項「生成數據規模效應」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""JFT""]"
L11402-Q053	L11	L11402	鑑別式AI與生成式AI的整合應用	"Joint Embedding Models (e.g., CLIP) 結合？"	Dice	GAN Loss	MSE+KL	對比損失=鑑別目標	D	選項「對比損失=鑑別目標」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Joi""]"
L11402-Q054	L11	L11402	鑑別式AI與生成式AI的整合應用	Stable Diffusion 文本控制 Inpainting 依靠？	GAN D	CNN Padding	RNN Gate	Mask 鑑別條件	D	選項「Mask 鑑別條件」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Sta""]"
L11402-Q055	L11	L11402	鑑別式AI與生成式AI的整合應用	多任務框架用共享生成器+專屬分類頭目標？	增加色深	提升 HDR	降低噪點	參數效率	D	選項「參數效率」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""多任務""]"
L11402-Q056	L11	L11402	鑑別式AI與生成式AI的整合應用	CycleGAN 用於資料增強後需？	KMeans	多頭注意	Classifier 適應域校正	PSNR計算	C	選項「Classifier 適應域校正」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Cyc""]"
L11402-Q057	L11	L11402	鑑別式AI與生成式AI的整合應用	RLHF 的 Reward Model 本質？	鑑別式品質評分器	生成器	值函數 Q	Actor	A	選項「鑑別式品質評分器」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""RLH""]"
L11402-Q058	L11	L11402	鑑別式AI與生成式AI的整合應用	生成式逆向工程雷射顯著區域再由？	SVD	KD?tree	FFT	Grad?CAM 鑑別	D	選項「Grad?CAM 鑑別」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""生成式""]"
L11402-Q059	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN + Reinforcement Loop 透過？	判別結果當獎勵	policy gradient 控制 D	actor critic 共享權重	rollout	A	選項「判別結果當獎勵」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q060	L11	L11402	鑑別式AI與生成式AI的整合應用	Language?Vision QA 系統管線？	僅檢索	僅分類	僅生成	生成答案+鑑別驗證	D	選項「生成答案+鑑別驗證」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Lan""]"
L11402-Q061	L11	L11402	鑑別式AI與生成式AI的整合應用	Training Generative Classifier 需平衡？	HDR	樣本多樣與邊界清晰	FPS	Ping	B	選項「樣本多樣與邊界清晰」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Tra""]"
L11402-Q062	L11	L11402	鑑別式AI與生成式AI的整合應用	Diffusion Prior 為？	分類投影	生成潛向量供鑑別解碼	聚類中心	卷積特徵	B	選項「生成潛向量供鑑別解碼」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Dif""]"
L11402-Q063	L11	L11402	鑑別式AI與生成式AI的整合應用	VQ?GAN 編碼器輸出 Token 再？	RNN翻譯	分類器篩選重組	A*搜索	最短路	B	選項「分類器篩選重組」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""VQG""]"
L11402-Q064	L11	L11402	鑑別式AI與生成式AI的整合應用	Contrastive Captioning: 先生成多句再？	BLEU平均	鑑別排名	FID計算	PSNR	B	選項「鑑別排名」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Con""]"
L11402-Q065	L11	L11402	鑑別式AI與生成式AI的整合應用	NeRF + Pose Estimation 整合可？	圖像分割快	即時攝影機定位	Upscale	HDR	B	選項「即時攝影機定位」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""NeR""]"
L11402-Q066	L11	L11402	鑑別式AI與生成式AI的整合應用	GAN Watermark 由？	生成器後門	鑑別器嵌入信號	卷積偏置	FFT噪點	B	選項「鑑別器嵌入信號」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""GAN""]"
L11402-Q067	L11	L11402	鑑別式AI與生成式AI的整合應用	Prompt?based Adversarial Tuning 透過？	量化8bit	剪枝 token	鑑別損失引導提示	hash	C	選項「鑑別損失引導提示」最符合題意，因此正確。	3	"[""DiscGenIntegration"", ""Pro""]"
L11101-Q001	L11	L11101	AI的定義與分類	以下哪一項最能描述「人工智慧（AI）」的核心目標？	僅執行硬體驅動程式	提供靜態資料儲存空間	讓機器具備自主學習與推理能力	壓縮影音檔案體積	C	AI 的宗旨是使系統能在未知情境中自行學習並做出推論與決策。	1	"[""AI 定義"", ""自主學習""]"
L11101-Q002	L11	L11101	AI的定義與分類	『弱 AI（Weak AI）』又常被稱為？	超人工智慧（ASI）	強 AI（Strong AI）	通用 AI（AGI）	窄域 AI（Narrow AI）	D	弱 / 窄域 AI 針對單一領域或任務運作，與能跨領域推理的通用 AI 相對。	1	"[""弱 AI"", ""窄域 AI""]"
L11101-Q003	L11	L11101	AI的定義與分類	提出『圖靈測試（Turing Test）』以檢驗機器是否具備智能的科學家是？	艾倫‧圖靈（Alan Turing）	馬文‧明斯基（Marvin Minsky）	傑弗瑞‧辛頓（Geoffrey Hinton）	安德魯‧恩（Andrew Ng）	A	艾倫‧圖靈於 1950 年提出用模擬對話判別機器是否能展現與人類無異的智能行為。	1	"[""圖靈測試"", ""歷史""]"
L11101-Q004	L11	L11101	AI的定義與分類	下列哪個年代被稱為第一次 AI 熱潮（AI Spring）？	1970–1980 年代	1950–1960 年代	1990–2000 年代	2010 年以後	B	符號式推理與早期專家系統研究在 1950–1960 年代掀起第一次 AI 熱潮。	1	"[""AI 歷史"", ""第一次熱潮""]"
L11101-Q005	L11	L11101	AI的定義與分類	能在多種領域展現類似人類水準能力的 AI 稱為？	狹域 AI	通用 AI（AGI）	類神經 AI	嵌入式 AI	B	AGI = Artificial General Intelligence，目標是跨領域推理與學習。	1	"[""AGI"", ""分類""]"
L11101-Q006	L11	L11101	AI的定義與分類	下列哪一項不屬於 AI 系統常見的三大面向？	感知（Perception）	推理（Reasoning）	行動（Action）	插值（Interpolation）	D	插值屬數值分析術語，並非 AI 能力面向常見分類。	1	"[""能力面向""]"
L11101-Q007	L11	L11101	AI的定義與分類	『專家系統（Expert System）』主要採用何種 AI 方法？	深度強化學習	符號式規則推理	生成對抗網路	進化計算	B	專家系統透過知識庫與規則庫進行符號式推理判斷。	1	"[""專家系統"", ""符號式 AI""]"
L11101-Q008	L11	L11101	AI的定義與分類	依據學習方式不同，將 AI 劃分為符號式 AI 與______。	機械控制	統計圖模型	計算智能（Computational Intelligence）	雲端運算	C	計算智能仰賴大量資料自動學習，與以專家規則為主的符號式 AI 相對。	1	"[""分類"", ""計算智能""]"
L11101-Q009	L11	L11101	AI的定義與分類	下列何者最常被視為『AI 計算三要素』之一？	紙張（Paper）	資料（Data）	水冷系統	寬頻網路	B	AI 發展依賴資料、演算法、運算力三要素。	1	"[""AI 要素""]"
L11101-Q010	L11	L11101	AI的定義與分類	機器學習（ML）與傳統程式設計最大差異在於？	ML 無需資料	ML 從資料中自動學得規則	傳統程式能自行調參數	ML 只能處理文字	B	ML 將『規則』的產生交給電腦透過數據歸納完成。	1	"[""ML"", ""定義""]"
L11101-Q011	L11	L11101	AI的定義與分類	下列 AI 分類中，何者依『智能水準』區分？	符號式 vs 計算智能	監督式 vs 非監督式學習	弱 AI vs 強 AI	黑盒 vs 白盒模型	C	弱 / 強 AI 依智能表現範圍與深度區分。	1	"[""分類"", ""智能水準""]"
L11101-Q012	L11	L11101	AI的定義與分類	人工智慧一詞最早由誰在 1956 年提出？	唐納德‧赫布	艾倫‧圖靈	赫伯特‧賴特	約翰‧麥卡錫（John McCarthy）	D	John McCarthy 在達特茅斯會議上首次提出 Artificial Intelligence 名稱。	1	"[""AI 歷史""]"
L11101-Q013	L11	L11101	AI的定義與分類	下列哪一個比喻常用來解釋人工神經網路的運作？	行星公轉	水循環系統	人腦的神經元連結	機械槓桿效應	C	神經網路以人腦突觸連接為靈感，透過權重調整學習模式。	1	"[""神經網路""]"
L11101-Q014	L11	L11101	AI的定義與分類	在 AI 分類中，將『感知 ? 認知 ? 行動』視為流程的架構稱為？	TCP/IP	ETL	Sense?Think?Act	CRUD	C	Sense?Think?Act 架構描述機器智能的三階段。	1	"[""流程""]"
L11101-Q015	L11	L11101	AI的定義與分類	下列何者不是人工智慧的常見應用領域？	自動駕駛	語音識別	手動鉛筆削	電子郵件過濾	C	手動削鉛筆沒有自動化智能參與。	1	"[""應用""]"
L11101-Q016	L11	L11101	AI的定義與分類	依是否具『自我意識』區分，哪一類 AI 被視為尚未實現？	反應型機器（Reactive Machine）	有限記憶機器	心智理論機器	專家系統	C	心智理論（Theory of Mind）AI 尚屬理論階段。	1	"[""分類"", ""自我意識""]"
L11101-Q017	L11	L11101	AI的定義與分類	提出『AI 冬天』一詞以描述研發低潮的常見原因不包括？	期望過高與資金不足	硬體算力限制	演算法停滯	軟體授權費用過低	D	軟體授權與 AI 冬天關聯性低。	1	"[""AI 冬天""]"
L11101-Q018	L11	L11101	AI的定義與分類	最早利用邏輯規則演繹做自動定理證明的程式為？	Deep Blue	Logic Theorist	AlphaGo	ELIZA	B	Logic Theorist 於 1955 年開發，被視為第一個 AI 程式。	1	"[""歷史"", ""定理證明""]"
L11101-Q019	L11	L11101	AI的定義與分類	若按『資料輸入／輸出』功能，AI 系統可區分為感測、推理與？	散熱排氣	網路交換	執行致能（Actuation）	磁碟備份	C	感知後需動作致能 (Actuation) 才能影響環境。	1	"[""功能""]"
L11101-Q020	L11	L11101	AI的定義與分類	下列關於「強 AI（Strong AI）」的敘述，何者正確？	僅適合單一任務	能在任務中表現勝過人類且具有意識	必須使用符號式方法	不能進行自我學習	B	強 AI 強調具意識與通用推理能力，目前仍屬研究目標。	1	"[""強 AI""]"
L11101-Q021	L11	L11101	AI的定義與分類	AI 的『黑盒（Black Box）』問題主要指？	視覺介面全暗	程式碼使用黑底	硬體機箱顏色	模型決策過程缺乏可解釋性	D	複雜模型如深度網路難以說明內部推論機制。	1	"[""可解釋性""]"
L11101-Q022	L11	L11101	AI的定義與分類	『Good?old?fashioned AI（GOFAI）』主要指？	深度學習	符號式 AI	進化計算	量子 AI	B	GOFAI 以符號與邏輯規則為核心。	1	"[""GOFAI"", ""符號式""]"
L11101-Q023	L11	L11101	AI的定義與分類	下列哪一組名詞依序對應『弱 AI、強 AI、超人工智慧（ASI）』？	超人類智慧／窄域 AI／通用 AI	通用 AI／窄域 AI／超人類智慧	窄域 AI／超人類智慧／通用 AI	窄域 AI／通用 AI／超人類智慧	D	弱=窄域、強=通用、ASI=超人類智慧階段。	2	"[""分類""]"
L11101-Q024	L11	L11101	AI的定義與分類	以下哪個敘述最能區分『符號式 AI』與『機器學習導向 AI』？	符號式 AI 一定使用 GPU	兩者均不需要資料	一者依賴專家規則，另一者依賴數據歸納	機器學習完全不需特徵工程	C	符號式 AI 人工編碼規則；機器學習透過資料自動學習。	2	"[""符號式"", ""ML""]"
L11101-Q025	L11	L11101	AI的定義與分類	假設一系統能在自然語言對話中騙過 30% 以上受測者，其通過的衡量標準最接近？	BLEU 分數	圖靈測試	蒙地卡羅樹搜尋	貝葉斯最佳化	B	圖靈測試以模擬對話判斷機器智能。	2	"[""圖靈測試""]"
L11101-Q026	L11	L11101	AI的定義與分類	下列哪種分類方法基於『可否產生新資料』區分 AI？	黑盒 vs 白盒	弱 vs 強	符號式 vs 連接式	鑑別式 vs 生成式	D	生成式模型能合成新樣本，鑑別式僅做判別。	2	"[""生成式"", ""鑑別式""]"
L11101-Q027	L11	L11101	AI的定義與分類	『連接主義（Connectionism）』AI 方法主要靈感來源為？	量子疊加	符號邏輯演算	遺傳遺傳學	生物神經系統	D	連接主義以人腦神經元連結為啟發。	2	"[""連接主義""]"
L11101-Q028	L11	L11101	AI的定義與分類	AlphaGo 的成功主要歸功於深度神經網路結合哪種技術？	KNN 演算法	遺傳演算法	蒙地卡羅樹搜尋（MCTS）	短路神經迴路	C	AlphaGo 使用卷積網路 + MCTS 估值搜索。	2	"[""AlphaGo""]"
